KATOTTG_2023,KOATUU_2020,category,name,english name
UA23060050050015780,2322183506,village,Новослобідка,
UA23060050060058769,2322183509,village,Розумівка,
UA23060050070050916,2322183507,village,Хортиця,
UA23060050080092421,2322183503,settlement,Високогірне,
UA23060050090042488,2322183504,settlement,Канцерівка,
UA23060070000082704,2310100000,hromada,Запорізька,Zaporizka
UA23060070010069526,2310100000,city,Запоріжжя,Zaporizhzhia
UA23060070010154443,2310137200,districts in cities,Вознесенівський,
UA23060070010228148,2310136900,districts in cities,Дніпровський,Dniprovskyi
UA23060070010385728,2310136600,districts in cities,Заводський,
UA23060070010474202,2310136700,districts in cities,Комунарський,
UA23060070010595678,2310136300,districts in cities,Олександрівський,Oleksandrivskyi
UA23060070010618511,2310137300,districts in cities,Хортицький,
UA23060070010748330,2310137500,districts in cities,Шевченківський,Shevchenkivskyi
UA23060090000082326,2323955400,hromada,Комишуваська,
UA23060090010013596,2323955400,urban village,Комишуваха,
UA23060090020081245,2323955403,village,Блакитне,
UA23060090030027865,2323955404,village,Веселе,Vesele
UA23060090040067818,2323955405,village,Вільне,
UA23060090050067663,2323955401,village,Григорівське,
UA23060090060083340,2323955406,village,Дружне,
UA23060090070071917,2323955407,village,Дудникове,
UA23060090080083276,2323955408,village,Жовта Круча,
UA23060090090031395,2323955409,village,Жовтеньке,
UA23060090100089761,2323955410,village,Запасне,
UA23060090110025411,2323955414,village,Кущове,
UA23060090120022347,2323955415,village,Магдалинівка,Mahdalynivka
UA23060090130093626,2323955416,village,Новобойківське,
UA23060090140038249,2323955417,village,Новоіванівка,
UA23060090150092420,2323955418,village,Новомихайлівка,
UA23060090160024575,2323955419,village,Новорозівка,
UA23060090170082235,2323955421,village,Новотроїцьке,Novotroitske
UA23060090180036498,2323955422,village,Новояковлівка,
UA23060090190044633,2323955402,village,Одарівка,
UA23060090200086232,2323955423,village,Оленівка,
UA23060090210054392,2323955424,village,Славне,
UA23060090220029638,2323955425,village,Тарасівка,
UA23060090230066408,2323955426,village,Трудолюбівка,
UA23060090240010589,2323955427,village,Трудооленівка,
UA23060090250046856,2323955428,village,Щасливе,
UA23060090260056145,2323955429,village,Ясна Поляна,
UA23060090270085637,2323955411,settlement,Зарічне,Zarichne
UA23060090280050283,2323955412,settlement,Калинівка,Kalynivka
UA23060090290045557,2323955413,settlement,Кирпотине,
UA23060090300055336,2323955420,settlement,Новотавричеське,
UA23060110000049870,2322155600,hromada,Кушугумська,
UA23060110010013081,2322155600,urban village,Кушугум,
UA23060110020081965,2322155300,urban village,Балабине,
UA23060110030035274,2322155900,urban village,Малокатеринівка,
UA23060130000058533,2321583600,hromada,Матвіївська,
UA23060130010016800,2321583601,village,Матвіївка,
UA23060130020025328,2321555300,urban village,Кам’яне,
UA23060130030030125,2321582202,village,Бекарівка,
UA23060130040054324,2321581401,village,Дружелюбівка,
UA23060130050089323,2321582201,village,Купріянівка,
UA23060130060095677,2321582203,village,Мала Купріянівка,
UA23060130070057638,2321581403,village,Новоіванівське,
UA23060130080076255,2321581404,village,Новософіївка,
UA23060130090076163,2321582204,village,Троянди,
UA23060130100029959,2321581405,village,Українка,
UA23060130110054310,2321582205,village,Яковлеве,
UA23060130120026222,2321581402,settlement,Гасанівка,
UA23060150000085288,2321584000,hromada,Михайлівська,
UA23060150010061768,2321584001,village,Михайлівка,Mykhailivka
UA23060150020040434,2321584002,village,Андріївка,
UA23060150030056762,2321584012,village,Богатирівка,
UA23060150040010274,2321584003,village,Василівське,
UA23060150050044837,2321584004,village,Вільноандріївка,
UA23060150060024096,2321584013,village,Вільногрушівське,
UA23060150070016620,2321584005,village,Вільнокур’янівське,
UA23060150080045352,2321584014,village,Вільноуланівське,
UA23060150090030686,2321584006,village,Георгіївське,
UA23060150100048654,2321584007,village,Запорізьке,
UA23060150110010924,2321584008,village,Криничне,
UA23060150120035508,2321584015,village,Люцерна,
UA23060150130031297,2321584009,village,Нагірне,
UA23060150140097785,2321584010,village,Сергіївка,
UA23060150150095710,2321584011,village,Соколівка,
UA23060170000046208,2321584500,hromada,Михайло-Лукашівська,
UA23060170010056787,2321584501,village,Михайло-Лукашеве,
UA23060170020094081,2321580501,village,Антонівка,
UA23060170030077996,2321585002,village,Благовіщенське,
UA23060170040057346,2321587002,village,Богданівка,
UA23060170050068617,2321587003,village,Васильківське,
UA23060170060019791,2321585003,village,Веселівське,
UA23060170070065640,2321580502,village,Володимирівка,
UA23060170080049120,2321580506,village,Геленджик,
UA23060170090038177,2321580503,village,Зелений Гай,
UA23060170100088668,2321583002,village,Козаче,
UA23060170110019949,2321580504,village,Колос,
UA23060170120030541,2321583003,village,Крутий Яр,
UA23060170130018192,2321583001,village,Максимівка,
UA23060170140031149,2321585004,village,Микільське,
UA23060170150079239,2321584502,village,Миролюбівка,
UA23060170160035551,2321585001,village,Московка,
UA23060170170054880,2321584503,village,Нововасилівське,
UA23060170180090957,2321580505,village,Новомиргородка,
UA23060170190095100,2321584504,village,Новомихайлівське,
UA23060170200046758,2321583004,village,Новофедорівка,
UA23060170210046818,2321587001,village,Привільне,
UA23060170220063331,2321585005,village,Райське,
UA23060170230024129,2321587004,village,Терсянка,
UA23060170240091841,2321583005,village,Трудолюбівка,
UA23060170250026647,2321585006,village,Укромне,
UA23060170260098584,2321583006,village,Широке,Shyroke
UA23060190000080843,2323655100,hromada,Новомиколаївська,
UA23060190010048202,2323655100,urban village,Новомиколаївка,Novomykolaivka
UA23060190020096663,2323686202,village,Берестове,
UA23060190030063989,2323681302,village,Благодатне,
UA23060190040028084,2323686203,village,Богданівка,
UA23060190050067509,2323683502,village,Богунівка,
UA23060190060063043,2323680801,village,Веселий Гай,
UA23060190070077725,2323686602,village,Вікторівка,
UA23060190080099335,2323683503,village,Вільне,
UA23060190090069706,2323686603,village,Воскресенка,
UA23060190100031422,2323687202,village,Голубкове,
UA23060190110073796,2323685902,village,Горлицьке,
UA23060190120017985,2323683504,village,Граничне,
UA23060190130070593,2323684002,village,Дубовий Гай,
UA23060190140029625,2323683505,village,Дудникове,
UA23060190150069743,2323686604,village,Заливне,
UA23060190160011788,2323686605,village,Зелена Діброва,
UA23060190170056563,2323681301,village,Зелене,
UA23060190180023594,2323686204,village,Іванівське,
UA23060190190015931,2323685903,village,Кам’янка,Kamianka
UA23060190200069068,2323685904,village,Кам’янувате,
UA23060190210098044,2323683506,village,Каштанівка,
UA23060190220069576,2323687203,village,Київське,
UA23060190230012959,2323686606,village,Кринівка,
UA23060190240064685,2323684003,village,Листівка,
UA23060190250023105,2323686608,village,Мар’янівка,
UA23060190260060600,2323684004,village,Миколаївка Друга,
UA23060190270056351,2323685905,village,Миколай-Поле,
UA23060190280058995,2323655101,village,Михайлівське,
UA23060190290032508,2323686609,village,Ніженка,
UA23060190300019295,2323681303,village,Нове Поле,
UA23060190310062748,2323686610,village,Нововікторівка,
UA23060190320098455,2323680803,village,Нововолодимирівка,
UA23060190330051103,2323685906,village,Новогригорівка,
UA23060190340055302,2323683501,village,Новоіванківка,
UA23060190350040089,2323681304,village,Новокасянівка,
UA23060190360055912,2323684005,village,Новосолоне,
UA23060190370019049,2323687204,village,Новоукраїнка,Novoukrainka
UA23060190380036693,2323683507,village,Олексіївка,
UA23060190390063968,2323655102,village,Островське,
UA23060190400080280,2323684006,village,Петропавлівка,Petropavlivka
UA23060190410059210,2323683508,village,Петропавлівське,
UA23060190420091292,2323684001,village,Підгірне,
UA23060190430083126,2323681305,village,Рибальське,
UA23060190440086029,2323684007,village,Родинське,
UA23060190450022729,2323686611,village,Розівка,Rozivka
UA23060190460084990,2323685907,village,Садове,
UA23060190470017885,2323684008,village,Сергіївка,
UA23060190480035738,2323687205,village,Сорочине,
UA23060190490051601,2323685901,village,Софіївка,Sofiivka
UA23060190500094293,2323686201,village,Сторчове,
UA23060190510084691,2323686612,village,Тернівка,
UA23060190520074129,2323686601,village,Терсянка,
UA23060190530062110,2323681306,village,Шевченківське,
UA23060190540099529,2323687201,settlement,Трудове,
UA23060210000064233,2322187900,hromada,Новоолександрівська,
UA23060210010059808,2322187901,village,Новоолександрівка,
UA23060210020065475,2322182402,village,Веселянка,
UA23060210030038779,2322182401,village,Григорівка,
UA23060210040050501,2322182403,village,Запорожець,
UA23060210050021307,2322187902,village,Новооленівка,
UA23060210060062058,2322187903,village,Юльївка,
UA23060210070044048,2322182404,settlement,Річне,
UA23060230000071243,2321586100,hromada,Павлівська,
UA23060230010011165,2321586101,village,Павлівське,
UA23060230020066180,2321586113,village,Берестове,
UA23060230030098673,2321586102,village,Біляївка,Biliaivka
UA23060230040062824,2321586114,village,Василівка,Vasylivka
UA23060230050077224,2321586103,village,Вишневе,
UA23060230060054731,2321586115,village,Вівчарне,
UA23060230070047595,2321586104,village,Задорожнє,
UA23060230080064686,2321586105,village,Зелене,
UA23060230090055750,2321586106,village,Значкове,
UA23060230100094827,2321586116,village,Любомирівка,
UA23060230110034246,2321586107,village,Нововасилівка,
UA23060230120082064,2321586108,village,Новоселівка,
UA23060230130025263,2321586117,village,Новоукраїнка,Novoukrainka
UA23060230140082746,2321586118,village,Першозванівка,
UA23060230150059453,2321586109,village,Поди,
UA23060230160028532,2321586110,village,Резедівка,
UA23060230170087283,2321586111,village,Роздолля,
UA23060230180095642,2321586119,village,Семененкове,
UA23060230190058919,2321586120,village,Солоне,Solone
UA23060230200055255,2321586112,village,Спасівка,
UA23060230210066463,2321586121,village,Шевченкове,Shevchenkove
UA23060250000058722,2321586800,hromada,Петро-Михайлівська,
UA23060250010080166,2321586801,village,Петро-Михайлівка,
UA23060250020055455,2321587302,village,Великодубове,
UA23060250030094892,2321581003,village,Вербове,
UA23060250040031869,2321581001,village,Гнаровське,
UA23060250050084227,2321586803,village,Грушівка,
UA23060250060014225,2321587303,village,Губенське,
UA23060250070069009,2321586802,village,Дніпровка,
UA23060250080049238,2321586805,village,Круглик,
UA23060250090072424,2321586804,village,Орлівське,
UA23060250100028264,2321586807,village,Перун,
UA23060250110019676,2321586808,village,Петро-Свистунове,
UA23060250120039349,2321587304,village,Придолинівка,
UA23060250130077990,2321586809,village,Тарасівка,
UA23060250140031042,2321587301,village,Тернівка,
UA23060250150059982,2321586806,village,Улянівка,
UA23060250160077521,2321587305,village,Шевченка,
UA23060250170052150,2321587306,village,Якимівка,Yakymivka
UA23060250180073106,2321586810,village,Ясинувате,
UA23060270000087706,2322188600,hromada,Степненська,
UA23060270010047338,2322188601,village,Степне,
UA23060270020047208,2322186803,village,Лежине,
UA23060270030022607,2322186801,village,Наталівка,
UA23060270040015878,2322186804,village,Новостепнянське,
UA23060270050028746,2322186805,village,Черепівське,
UA23060270060032097,2322188603,village,Шевченківське,
UA23060270070072991,2322186802,settlement,Івано-Ганнівка,
UA23060270080054296,2322188602,settlement,Ростуще,
UA23060290000024046,2323981500,hromada,Таврійська,
UA23060290010040829,2323981501,village,Таврійське,
UA23060290020023863,2323981502,village,Любимівка,
UA23060290030026265,2323981503,village,Юрківка,
UA23060310000081443,2323655500,hromada,Тернуватська,
UA23060310010075357,2323655500,urban village,Тернувате,
UA23060310020014637,2323680401,village,Барвінівка,
UA23060310030065984,2323685202,village,Бойкове,
UA23060310040036234,2323680402,village,Василькове,
UA23060310050039983,2323682402,village,Данилівка,
UA23060310060027207,2323655501,village,Зарічне,Zarichne
UA23060310070098556,2323680403,village,Зірниця,
UA23060310080091680,2323685203,village,Зорівка,
UA23060310090081763,2323655503,village,Косівцеве,
UA23060310100029119,2323682403,village,Лісне,
UA23060310110048320,2323682401,village,Любицьке,
UA23060310120084673,2323682404,village,Мирівка,
UA23060310130075112,2323655506,village,Придорожнє,
UA23060310140098450,2323684701,village,Різдвянка,
UA23060310150025758,2323685201,village,Самійлівка,
UA23060310160031858,2323685204,village,Світла Долина,
UA23060330000027462,2322189000,hromada,Широківська,
UA23060330010051301,2322189005,village,Широке,Shyroke
UA23060330020033244,2322189001,village,Августинівка,
UA23060330030036889,2322189003,village,Веселе,Vesele
UA23060330040029467,2322189002,village,Водяне,
UA23060330050066314,2322189006,village,Володимирівське,
UA23060330060078548,2322189007,village,Гурського,
UA23060330070049821,2322189008,village,Дніпрельстан,
UA23060330080077899,2322187202,village,Дніпрові Хвилі,
UA23060330090086089,2322187203,village,Долинівка,
UA23060330100036152,2322189009,village,Зеленопілля,
UA23060330110049469,2322189010,village,Зоряне,
UA23060330120095351,2322189011,village,Івангород,
UA23060330130087077,2322187204,village,Крилівське,
UA23060330140050766,2322189012,village,Лемешинське,
UA23060330150046433,2322189013,village,Лукашеве,
UA23060330160080981,2322189014,village,Малишівка,
UA23060330170070412,2322187201,village,Миколай-Поле,
UA23060330180031624,2322187205,village,Морозівка,
UA23060330190092982,2322189015,village,Надія,
UA23060330200037419,2322189016,village,Нововознесенка,
UA23060330210045610,2322189017,village,Новодніпровка,
UA23060330220059786,2322187206,village,Новопетрівка,
UA23060330230095049,2322189018,village,Новоселище,
UA23060330240068025,2322189019,village,Петропавлівка,Petropavlivka
UA23060330250012689,2322189020,village,Петропіль,
UA23060330260088030,2322189021,village,Привільне,
UA23060330270070333,2322189022,village,Привітне,
UA23060330280036255,2322189023,village,Придніпровське,
UA23060330290021751,2322189024,village,Ручаївка,
UA23060330300069854,2322189025,village,Світанок,
UA23060330310025094,2322187207,village,Федорівка,
UA23060330320068844,2322189027,village,Червоний Яр,
UA23060330330087020,2322187208,village,Яворницьке,
UA23060330340092193,2322189004,settlement,Відрадне,
UA23060330350026721,2322189026,settlement,Сонячне,
UA23080000000090746,2323000000,district,Мелітопольський,Melitopolskyi
UA23080010000036379,2321255100,hromada,Веселівська,
UA23080010010060201,2321255100,urban village,Веселе,Vesele
UA23080010020042828,2321255104,village,Авангард,
UA23080010030085767,2321255105,village,Далеке,
UA23080010040079496,2321255101,village,Єлизаветівка,
UA23080010050034754,2321255106,village,Мала Михайлівка,
UA23080010060017243,2321284001,village,Менчикури,
UA23080010070047320,2321255102,village,Новоолександрівка,
UA23080010080044364,2321255107,village,Озерне,
UA23080010090058623,2321284002,village,Піскошине,
UA23080010100054405,2321255108,village,Широке,Shyroke
UA23080010110023429,2321255103,village,Ясна Поляна,
UA23080030000064349,2320355400,hromada,Кирилівська,
UA23080030010040102,2320355400,urban village,Кирилівка,
UA23080030020017993,2320355402,village,Атманай,
UA23080030030092779,2320355404,village,Вовче,
UA23080030040055035,2320355406,village,Косих,
UA23080030050093639,2320355403,village,Лиманське,
UA23080030060014991,2320355407,village,Нове,
UA23080030070069044,2320355408,village,Охрімівка,
UA23080030080038607,2320355409,village,Солоне,Solone
UA23080050000095009,2323081200,hromada,Костянтинівська,
UA23080050010022831,2323081201,village,Костянтинівка,Kostiantynivka
UA23080050020058924,2323080801,village,Вознесенка,
UA23080070000068953,2310700000,hromada,Мелітопольська,
UA23080070010092407,2310700000,city,Мелітополь,Melitopol
UA23080090000051553,2323055500,hromada,Мирненська,
UA23080090010048868,2323055500,urban village,Мирне,
UA23080090020021970,2323080402,village,Арабка,
UA23080090030067231,2323080401,village,Астраханка,
UA23080090040023502,2323080403,village,Борисівка,
UA23080090050040135,2323055501,village,Новопилипівка,
UA23080090060033306,2323055502,village,Оленівка,
UA23080090070037206,2323080404,village,Свободне,
UA23080090080078546,2323055504,village,Тихонівка,
UA23080090090038010,2323055503,settlement,Соснівка,
UA23080110000020314,2323081800,hromada,Новенська,
UA23080110010071971,2323081801,settlement,Нове,
UA23080110020075616,2323081802,village,Данило-Іванівка,
UA23080110030025449,2323086703,village,Долинське,
UA23080110040094975,2323086705,village,Кирпичне,
UA23080110050078941,2323081501,village,Мордвинівка,
UA23080110060062512,2323081809,village,Піщанське,
UA23080110070018044,2323086707,village,Ромашки,
UA23080110080065479,2323081808,village,Тащенак,
UA23080110090085890,2323086709,village,Удачне,
UA23080110100085638,2323081804,settlement,Зелене,
UA23080110110089767,2323081807,settlement,Садове,
UA23080110120069768,2323086701,settlement,Фруктове,
UA23080130000083188,2323082000,hromada,Новобогданівська,
UA23080130010046306,2323082001,village,Новобогданівка,
UA23080130020039432,2323082003,village,Першостепанівка,
UA23080130030015017,2323082004,village,Привільне,
UA23080130040056360,2323387701,village,Старобогданівка,
UA23080130050038221,2323082005,village,Троїцьке,Troitske
UA23080130060098726,2323082002,settlement,Відродження,
UA23080150000073640,2324555400,hromada,Нововасилівська,
UA23080150010023091,2324555400,urban village,Нововасилівка,
UA23080150020073622,2324580801,village,Бесідівка,
UA23080150030099351,2324582201,village,Воскресенка,
UA23080150040080888,2324580601,village,Ганнівка,
UA23080150050084050,2324580803,village,Ганно-Опанлинка,
UA23080150060016288,2324584602,village,Громівка,
UA23080150070017285,2324582202,village,Іванівка,Ivanivka
UA23080150080087364,2324585103,village,Калинівка,Kalynivka
UA23080150090077702,2324583701,village,Маківка,
UA23080150100033158,2324584604,village,Мар’янівка,
UA23080150110036963,2324580602,village,Миколаївка,Mykolaivka
UA23080150120091202,2324582203,village,Новомиколаївка,Novomykolaivka
UA23080150130062749,2324555402,village,Новоолександрівка,
UA23080150140012047,2324584601,village,Новоспаське,
UA23080150150016645,2324584605,village,Оріхівка,
UA23080150160040287,2324555403,village,Південне,
UA23080150170027724,2324580603,village,Прудентове,
UA23080150180057068,2324585101,village,Розівка,Rozivka
UA23080150190065771,2324586501,village,Федорівка,
UA23080150200062624,2324555401,settlement,Домузли,
UA23080170000033256,2321285700,hromada,Новоуспенівська,
UA23080170010053908,2321285701,village,Новоуспенівка,
UA23080170020088548,2321285703,village,Білівське,
UA23080170030033732,2321285704,village,Братолюбівка,
UA23080170040077429,2321285705,village,Веселе,Vesele
UA23080170050016043,2321285706,village,Восход,
UA23080170060039287,2321285707,village,Запоріжжя,Zaporizhzhia
UA23080170070020980,2321285708,village,Матвіївка,
UA23080170080084169,2321285702,village,Новоіванівка,
UA23080170090042182,2321285709,settlement,Таврія,
UA23080190000065134,2324580300,hromada,Олександрівська,
UA23080190010020260,2324580301,village,Олександрівка,Oleksandrivka
UA23080190020098798,2324582702,village,Вікторівка,
UA23080190030079827,2324582703,village,Волна,
UA23080190040089572,2324582501,village,Георгіївка,
UA23080190050042313,2324582701,village,Гірсівка,
UA23080190060085411,2324580302,village,Дівнинське,
UA23080190070086082,2324582704,village,Дунаївка,
UA23080190080098341,2324583902,village,Ігорівка,
UA23080190090069930,2324586202,village,Миронівка,Myronivka
UA23080190100052450,2324582705,village,Надеждине,
UA23080190110036024,2324580304,village,Нечкине,
UA23080190120029183,2324583901,village,Новокостянтинівка,
UA23080190130038581,2324586201,village,Степанівка Перша,
UA23080190140064670,2324586801,village,Чкалове,
UA23080210000060255,2323385500,hromada,Плодородненська,
UA23080210010037673,2323385501,village,Плодородне,
UA23080210020069008,2323385502,village,Братське,Bratske
UA23080210030038357,2323385503,village,Зразкове,
UA23080210040084911,2323385506,village,Мар’янівка,
UA23080210050040461,2323385507,village,Миколаївка,Mykolaivka
UA23080210060051568,2323385508,village,Молодіжне,
UA23080210070015863,2323385509,village,Новомиколаївка,Novomykolaivka
UA23080210080056955,2323385510,village,Олександрівка,Oleksandrivka
UA23080210090030865,2323385511,village,Підгірне,
UA23080210100011984,2323385504,village,Показне,
UA23080210110027545,2323385505,village,Радісне,
UA23080210120069972,2323385512,village,Солодке,
UA23080230000097340,2324555100,hromada,Приазовська,
UA23080230010027591,2324555100,urban village,Приазовське,Pryazovske
UA23080230020056517,2324581402,village,Бабанівка,
UA23080230030098994,2324555101,village,Білорічанське,
UA23080230040068066,2324580901,village,Богданівка,
UA23080230050039954,2324581401,village,Ботієве,
UA23080230060082454,2324555102,village,Вишневе,
UA23080230070073368,2324555106,village,Володимирівка,
UA23080230080086779,2324555103,village,Гамівка,
UA23080230090087416,2324583501,village,Дмитрівка,
UA23080230100070622,2324583601,village,Добрівка,
UA23080230110079567,2324555104,village,Новоіванівка,
UA23080230120079721,2324583603,village,Новопокровка,
UA23080230130067731,2324555107,village,Петрівка,
UA23080230140062836,2324581404,village,Приморський Посад,
UA23080230150089176,2324580908,village,Степанівка Друга,
UA23080230160080452,2324581403,village,Строганівка,
UA23080230170013855,2324555105,village,Таврійське,
UA23080230180025344,2324555108,village,Шевченка,
UA23080250000043914,2323084000,hromada,Семенівська,
UA23080250010033665,2323084001,village,Семенівка,Semenivka
UA23080250020054270,2323083503,village,Верховина,Verkhovyna
UA23080250030058006,2323081603,village,Високе,
UA23080250040045899,2323082402,village,Зеленчук,
UA23080250050058244,2323083505,village,Золота Долина,
UA23080250060058369,2323083507,village,Лазурне,
UA23080250070076873,2323083509,village,Мар’ївка,
UA23080250080083574,2323081607,village,Маяк,
UA23080250090015922,2323081601,village,Новгородківка,
UA23080250100048468,2323082401,village,Новомиколаївка,Novomykolaivka
UA23080250110064708,2323081609,village,Новоякимівка,
UA23080250120061722,2323084002,village,Обільне,
UA23080250130084136,2323082404,village,Першотравневе,
UA23080250140035223,2323082405,village,Південне,
UA23080250150078659,2323083501,village,Полянівка,
UA23080250160020590,2323084003,village,Рівне,Rivne
UA23080250170016973,2323082406,village,Східне,
UA23080250180059636,2323084004,village,Тамбовка,
UA23080250190013909,2323081605,settlement,Малий Утлюг,
UA23080250200042176,2323081611,settlement,Степне,
UA23080250210023033,2323082407,settlement,Трудове,
UA23080270000086363,2323085100,hromada,Терпіннівська,
UA23080270010078454,2323085101,village,Терпіння,
UA23080270020079844,2323086203,village,Берегове,Berehove
UA23080270030098956,2323086205,village,Відрадне,
UA23080270040050071,2323086209,village,Волошкове,
UA23080270050031278,2323083902,village,Кам’янське,
UA23080270060081405,2323085105,village,Лугове,
UA23080270070080098,2323083903,village,Орлове,
UA23080270080038463,2323085107,village,Північне,
UA23080270090072168,2323086207,village,Привільне,
UA23080270100079696,2323083904,village,Прилуківка,
UA23080270110016934,2323086201,village,Промінь,
UA23080270120020278,2323083901,village,Світлодолинське,
UA23080270130092418,2323085109,village,Спаське,
UA23080270140073097,2323083905,village,Травневе,
UA23080270150013389,2323086211,village,Українське,
UA23080270160044046,2323085111,village,Федорівка,
UA23080270170078273,2323086213,village,Широкий Лан,
UA23080270180041818,2323086215,village,Ясне,
UA23080270190095554,2323085103,settlement,Зарічне,Zarichne
UA23080290000096336,2321286800,hromada,Чкаловська,
UA23080290010083748,2321286801,village,Чкалове,
UA23080290020017713,2321284601,village,Гоголівка,
UA23080290030061970,2321282302,village,Добровольчеське,
UA23080290040076779,2321281401,village,Зелений Гай,
UA23080290050049448,2321281402,village,Зелений Луг,
UA23080290060023923,2321282301,village,Калинівка,Kalynivka
UA23080290070093065,2321282501,village,Корніївка,
UA23080290080058893,2321281403,village,Красавич,
UA23080290090016762,2321284611,village,Мусіївка,
UA23080290100011533,2321282303,village,Новоукраїнка,Novoukrainka
UA23080310000097001,2320355100,hromada,Якимівська,
UA23080310010091806,2320355100,urban village,Якимівка,Yakymivka
UA23080310020056759,2320355101,village,Андріївка,
UA23080310030011869,2320355102,village,Богатир,
UA23080310040042886,2320382403,village,Велика Тернівка,
UA23080310050075014,2320355103,village,Весняне,
UA23080310060013960,2320355104,village,Вовчанське,
UA23080310070046451,2320355105,village,Володимирівка,
UA23080310080019158,2320355106,village,В’язівка,
UA23080310090057255,2320382405,village,Ганнівка,
UA23080310100068679,2320355107,village,Гвардійське,
UA23080310110081683,2320355108,village,Давидівка,
UA23080310120036120,2320355109,village,Дружба,
UA23080310130098444,2320382407,village,Єлизаветівка,
UA23080310140045648,2320355110,village,Зернове,
UA23080310150021852,2320355111,village,Зірка,
UA23080310160015657,2320355113,village,Мала Тернівка,
UA23080310170017831,2320355114,village,Мирне,
UA23080310180094872,2320355115,village,Михайлівське,
UA23080310190069174,2320382401,village,Новоданилівка,
UA23080310200091814,2320355116,village,Олександрівка,Oleksandrivka
UA23080310210010868,2320355117,village,Перемога,
UA23080310220072213,2320355119,village,Петрівка,
UA23080310230025029,2320355120,village,Радивонівка,
UA23080310240033021,2320355121,village,Розівка,Rozivka
UA23080310250093995,2320355122,village,Степове,
UA23080310260017227,2320355123,village,Таврійське,
UA23080310270073498,2320355124,village,Тимофіївка,
UA23080310280010552,2320355126,village,Червоне,
UA23080310290019175,2320355127,village,Чорноземне,
UA23080310300055786,2320355128,village,Шевченка,
UA23080310310048960,2320355129,village,Шелюги,
UA23080310320070400,2320355130,village,Юр’ївка,Yurivka
UA23080310330098114,2320355112,settlement,Максима Горького,
UA23080310340053639,2320355118,settlement,Переможне,
UA23080310350094031,2320355125,settlement,Трудове,
UA23080310360022332,2320355131,settlement,Якимівське,
UA23100000000034132,2324200000,district,Пологівський,Polohivskyi
UA23100010000094236,2322755100,hromada,Більмацька,
UA23100010010076329,2322755100,urban village,Більмак,
UA23100010020047857,2322781302,village,Бережне,
UA23100010030093994,2322785402,village,Березівка,Berezivka
UA23100010040030482,2322781301,village,Більманка,
UA23100010050066189,2322782001,village,Вершина,
UA23100010060076613,2322785403,village,Веселоіванівське,
UA23100010070024754,2322785404,village,Гоголівка,
UA23100010080060631,2322755101,village,Грузьке,
UA23100010090038521,2322782701,village,Гусарка,
UA23100010100015146,2322782702,village,Дружне,
UA23100010110066035,2322755102,village,Дубове,
UA23100010120064368,2322784401,village,Мар’янівка,
UA23100010130059159,2322784402,village,Мирське,
UA23100010140046895,2322785401,village,Новоукраїнка,Novoukrainka
UA23100010150042721,2322782002,village,Очеретувате,
UA23100010160020609,2322784403,village,Пробудження,
UA23100010170059707,2322785405,village,Самійлівка,
UA23100010180013578,2322785406,village,Світле,
UA23100010190025680,2322785407,village,Сміле,
UA23100010200078084,2322755103,village,Трудове,
UA23100010210079395,2322755104,village,Червоне Озеро,
UA23100010220015341,2322785408,village,Червоноселівка,
UA23100030000016840,2321881000,hromada,Воздвижівська,
UA23100030010072559,2321881001,village,Воздвижівка,
UA23100030020034737,2321881011,village,Варварівка,
UA23100030030098441,2321881004,village,Верхня Терса,
UA23100030040078924,2321881005,village,Гірке,
UA23100030050030444,2321881012,village,Добропілля,Dobropillia
UA23100030060061704,2321881006,village,Долинка,
UA23100030070086756,2321881007,village,Копані,
UA23100030080098775,2321881008,village,Криничне,
UA23100030090058300,2321881013,village,Нове Запоріжжя,
UA23100030100021351,2321881002,village,Оленокостянтинівка,
UA23100030110026376,2321881003,village,Прилуки,Pryluky
UA23100030120076562,2321881009,village,Рівне,Rivne
UA23100030130019464,2321881010,village,Цвіткове,
UA23100050000041545,2324287900,hromada,Воскресенська,
UA23100050010024167,2324287901,village,Воскресенка,
UA23100050020072857,2324287903,village,Кінські Роздори,
UA23100050030063040,2324287904,village,Лозове,
UA23100050040071753,2324287905,settlement,Магедове,
UA23100070000026535,2321810100,hromada,Гуляйпільська,
UA23100070010036682,2321810100,city,Гуляйполе,Huliaipole
UA23100070020021796,2321855300,urban village,Залізничне,
UA23100070030057337,2321810101,village,Веселе,Vesele
UA23100070040051004,2321810102,village,Гуляйпільське,
UA23100070050028444,2321810103,village,Дорожнянка,
UA23100070060094075,2321810104,village,Загірне,
UA23100070070085709,2321810105,village,Затишшя,
UA23100070080016405,2321810106,village,Зелене,
UA23100070090018753,2321810107,village,Зелений Гай,
UA23100070100084433,2321810108,village,Красногірське,
UA23100070110018788,2321810111,village,Марфопіль,
UA23100070120047630,2321810109,village,Мирне,
UA23100070130056060,2321810110,village,Нове,
UA23100070140091871,2321810112,village,Нововасилівське,
UA23100070150066506,2321810113,village,Новогригорівка,
UA23100070160064121,2321810114,village,Новоіванівка,
UA23100070170057913,2321810115,village,Новомиколаївка,Novomykolaivka
UA23100070180041014,2321810116,village,Новоуспенівське,
UA23100070190041117,2321810117,village,Обратне,
UA23100070200084329,2321810118,village,Павлівка,
UA23100070210088731,2321810119,village,Привільне,
UA23100070220083216,2321810120,village,Рибне,
UA23100070230033807,2321810121,village,Рівнопілля,
