KOATUU_2020,KATOTTG_2023,category,region_name
5924786301,UA59080250140037045,village,Sumska
5324281901,UA53080390350043828,village,Poltavska
6824783601,UA68040450370070921,village,Khmelnytska
6823055400,UA68040270010024069,urban village,Khmelnytska
2621684601,UA26080030260087432,village,Ivano-Frankivska
2323981501,UA23060290010040829,village,Zaporizka
4820610113,UA48020010110061949,village,Mykolaivska
6825281602,UA68020090130018039,village,Khmelnytska
0520883603,UA05040030210065200,village,Vinnytska
6524781001,UA65080150060040143,village,Khersonska
5620880301,UA56020010010036945,village,Rivnenska
1823485201,UA18060130350085718,village,Zhytomyrska
5924785408,UA59080150100057425,village,Sumska
6311090023,UA63100050490088993,village,Kharkivska
7321080903,UA73060110020015724,village,Chernivetska
1420383801,UA14120150050066903,village,Donetska
0522486401,UA05020130330079004,village,Vinnytska
4622782001,UA46060390080078493,village,Lvivska
2621681501,UA26080250070031776,village,Ivano-Frankivska
4823084201,UA48040130340088353,village,Mykolaivska
6321455123,UA63080010260079310,village,Kharkivska
0524381202,UA05040130020041688,village,Vinnytska
5620481603,UA56060030290060687,village,Rivnenska
3222081901,UA32100050290045089,village,Kyivska
0720882001,UA07080070100043350,village,Volynska
5620889801,UA56020050210022669,village,Rivnenska
6821280401,UA68040130040029936,village,Khmelnytska
2620455500,UA26040290010040509,urban village,Ivano-Frankivska
4823982901,UA48080090140057869,village,Mykolaivska
0710190001,UA07080170110015848,village,Volynska
0725555400,UA07060230010024650,urban village,Volynska
2310490001,UA23020050020094369,village,Zaporizka
0720855405,UA07080190070021106,village,Volynska
6823355106,UA68020190060016728,village,Khmelnytska
0723686601,UA07040050310035398,village,Volynska
6324285001,UA63060110200056683,village,Kharkivska
2120483301,UA21020030070034520,village,Zakarpatska
5322883202,UA53040030160078874,village,Poltavska
6325157301,UA63120050050075704,village,Kharkivska
6110390005,UA61060430060047442,village,Ternopilska
7124955300,UA71080050020063634,urban village,Cherkaska
7322582001,UA73060290020054558,village,Chernivetska
5925655100,UA59100190010090128,urban village,Sumska
1823455400,UA18060250010025714,urban village,Zhytomyrska
1823755127,UA18060150230047457,village,Zhytomyrska
1823488401,UA18060130710063668,village,Zhytomyrska
2321584013,UA23060150060024096,village,Zaporizka
5121285601,UA51020170010090340,village,Odeska
5623484601,UA56060350170048285,village,Rivnenska
6320682001,UA63100030160098486,village,Kharkivska
4620383201,UA46040010300062419,village,Lvivska
1421280805,UA14040010140071861,village,Donetska
6524184001,UA65020150040072258,village,Khersonska
6823355100,UA68020190010042454,urban village,Khmelnytska
6825581301,UA68060130050038538,village,Khmelnytska
2321282302,UA23080290030061970,village,Zaporizka
0722182402,UA07060130020023982,village,Volynska
0721483106,UA07040010200063916,village,Volynska
6325157313,UA63120050210036810,settlement,Kharkivska
0724582906,UA07080150040025707,village,Volynska
4424885301,UA44160070140011885,settlement,Luhanska
1822085301,UA18040350150024468,village,Zhytomyrska
2322755402,UA23100090030032214,village,Zaporizka
1421586801,UA14040150220030951,village,Donetska
5922355105,UA59080090020050498,urban village,Sumska
2624482201,UA26040270210032864,village,Ivano-Frankivska
2321286801,UA23080290010083748,village,Zaporizka
5324084901,UA53080150110042960,settlement,Poltavska
2623687001,UA26100050060091840,village,Ivano-Frankivska
3220488002,UA32020090210033482,village,Kyivska
0520480903,UA05040010040021218,village,Vinnytska
0525684601,UA05080110310086727,village,Vinnytska
1821781605,UA18080210210077533,village,Zhytomyrska
7423387102,UA74040170040097247,village,Chernihivska
1413845900,UA14160110050089070,urban village,Donetska
5623480803,UA56060130030043592,village,Rivnenska
2622082401,UA26060130080088094,village,Ivano-Frankivska
2121285001,UA21020150070056121,village,Zakarpatska
2623286703,UA26080010040099731,village,Ivano-Frankivska
7322581001,UA73060070030080976,village,Chernivetska
0525683601,UA05080110220079647,village,Vinnytska
0721882701,UA07080170130099900,village,Volynska
4623386401,UA46060010350041412,village,Lvivska
5920687001,UA59080210010053357,village,Sumska
2125380201,UA21120250210062297,village,Zakarpatska
6520685901,UA65020210080056547,village,Khersonska
7121283601,UA71020090040073759,village,Cherkaska
6125280606,UA61040010070042816,village,Ternopilska
1225055410,UA12020150280034680,village,Dnipropetrovska
0721484601,UA07040090060096169,village,Volynska
1824084401,UA18080150140046752,village,Zhytomyrska
5924484801,UA59100130170069359,village,Sumska
7423010114,UA74020030180083713,village,Chernihivska
2622888201,UA26060170160099158,village,Ivano-Frankivska
5923881401,UA59020150050044410,village,Sumska
2121984003,UA21120110030088193,village,Zakarpatska
2120483401,UA21020030170028763,village,Zakarpatska
3220887601,UA32040030100069549,village,Kyivska
0720855400,UA07080190010027494,urban village,Volynska
6824455124,UA68040430230048429,village,Khmelnytska
6322057001,UA63120070310038822,village,Kharkivska
1224856200,UA12140330010029935,urban village,Dnipropetrovska
2625884701,UA26040190130020585,village,Ivano-Frankivska
7125189201,UA71040130210026778,village,Cherkaska
2320984401,UA23040150050090830,village,Zaporizka
1821455603,UA18040310040099822,village,Zhytomyrska
4620983901,UA46060070200024185,village,Lvivska
6121681001,UA61060130060082355,village,Ternopilska
0522281001,UA05020110070075691,village,Vinnytska
7321080101,UA73060230020089449,village,Chernivetska
7122555507,UA71020270100068321,village,Cherkaska
1824210166,UA18060170790058939,village,Zhytomyrska
1225683007,UA12020070070091256,village,Dnipropetrovska
5925080401,UA59040130030094126,village,Sumska
5322881201,UA53040030110091579,village,Poltavska
1220310302,UA12060130020047187,village,Dnipropetrovska
5122755100,UA51100170010032070,urban village,Odeska
6325180701,UA63120090160050552,settlement,Kharkivska
2123685501,UA21060030060027636,village,Zakarpatska
5625085002,UA56080150070013065,village,Rivnenska
5621687001,UA56040050120019760,village,Rivnenska
0521487207,UA05120090130050863,village,Vinnytska
6824285001,UA68040410070016644,village,Khmelnytska
6124655105,UA61040350060017170,village,Ternopilska
5123581401,UA51020150030090354,village,Odeska
6824785502,UA68040450300013048,village,Khmelnytska
2121981601,UA21120070020093628,village,Zakarpatska
1225885701,UA12060070010017226,village,Dnipropetrovska
2121284401,UA21020110100043868,village,Zakarpatska
1225282519,UA12060110270080905,village,Dnipropetrovska
5321682901,UA53080110060055859,village,Poltavska
1822086501,UA18040350210020675,village,Zhytomyrska
4422586605,UA44140050330054844,village,Luhanska
6824289401,UA68040410160020010,village,Khmelnytska
6821288601,UA68040350250055990,village,Khmelnytska
6124610510,UA61040430100011244,village,Ternopilska
5322055100,UA53020090010035873,urban village,Poltavska
1823155138,UA18040290430043303,village,Zhytomyrska
5122580401,UA51120090110095605,village,Odeska
4625186603,UA46080150170099466,village,Lvivska
7422055112,UA74100190140037847,village,Chernihivska
5622282702,UA56020110200080865,village,Rivnenska
0722182602,UA07060190040077278,village,Volynska
7321589707,UA73060650080054412,village,Chernivetska
2625284101,UA26080230180026909,village,Ivano-Frankivska
2610690002,UA26080070040051275,village,Ivano-Frankivska
6321786001,UA63140030510094161,village,Kharkivska
5624680701,UA56060050010058826,village,Rivnenska
0521455502,UA05120010020094699,urban village,Vinnytska
4420988801,UA44100070230011015,village,Luhanska
3525882301,UA35040330220083161,village,Kirovohradska
5324582401,UA53020230200075671,village,Poltavska
2124887602,UA21100150030055118,village,Zakarpatska
0724255302,UA07060150030033402,village,Volynska
5925087201,UA59040130310047671,village,Sumska
3222988801,UA32120090390084978,village,Kyivska
7421182001,UA74080010120095119,village,Chernihivska
0725085001,UA07060390010020920,village,Volynska
2123686001,UA21060010060072896,village,Zakarpatska
5624684910,UA56060270130077459,village,Rivnenska
6325781001,UA63080150020051993,village,Kharkivska
7320780601,UA73060550020020368,village,Chernivetska
5322682401,UA53060190130055218,village,Poltavska
2625684301,UA26040250060063647,village,Ivano-Frankivska
4624583001,UA46100090010099336,village,Lvivska
0725585602,UA07060190060070123,village,Volynska
3222486603,UA32140030080070821,village,Kyivska
4821781201,UA48060310080034357,village,Mykolaivska
4824283802,UA48060290050044882,village,Mykolaivska
7124388002,UA71060070050015497,village,Cherkaska
5922986501,UA59080110650011221,village,Sumska
6520955703,UA65020090110064953,village,Khersonska
4623383901,UA46060330230069767,village,Lvivska
4425185501,UA44140110250057031,village,Luhanska
5124555100,UA51040190010067512,urban village,Odeska
6321681203,UA63140010530014818,village,Kharkivska
6121255507,UA61060190110040168,village,Ternopilska
7321586001,UA73060090010051066,village,Chernivetska
5921255400,UA59040070010092324,urban village,Sumska
3525580801,UA35020010030013198,village,Kirovohradska
5625485805,UA56080170350056099,village,Rivnenska
5325181709,UA53040130170043654,village,Poltavska
5625085001,UA56080150160075732,village,Rivnenska
4423386601,UA44140090160023247,village,Luhanska
6321485501,UA63080030240090624,village,Kharkivska
6121682101,UA61060410050014099,village,Ternopilska
5120480701,UA51060010020099401,village,Odeska
6320887001,UA63020010520016547,village,Kharkivska
5122983841,UA51120110370078899,village,Odeska
0521486806,UA05120130110022041,village,Vinnytska
1225655114,UA12020310100045933,village,Dnipropetrovska
4624255300,UA46080070020027363,urban village,Lvivska
6523585509,UA65060090050059108,village,Khersonska
7121588901,UA71040030040030584,village,Cherkaska
6522381003,UA65080030080076929,village,Khersonska
4624585501,UA46100090150048678,village,Lvivska
1225684001,UA12020110050039493,village,Dnipropetrovska
1225080511,UA12020150150033448,village,Dnipropetrovska
0522280701,UA05020110050046422,village,Vinnytska
4423385901,UA44140090150063442,village,Luhanska
2320355400,UA23080030010040102,urban village,Zaporizka
1421783301,UA14140010050097200,village,Donetska
7422088701,UA74100190410021261,village,Chernihivska
1225987801,UA12120130410097692,village,Dnipropetrovska
1820955131,UA18040050350093323,village,Zhytomyrska
6522982401,UA65040030110034404,village,Khersonska
4823380602,UA48060070020074284,village,Mykolaivska
5924787101,UA59080270180098481,village,Sumska
6325455901,UA63140050030010660,village,Kharkivska
7422055110,UA74100190120077972,village,Chernihivska
1822510115,UA18040250150015337,village,Zhytomyrska
6521583301,UA65060050160089174,village,Khersonska
4620687005,UA46040030580034164,village,Lvivska
2124887403,UA21100250060052060,village,Zakarpatska
3224986901,UA32140150180027902,village,Kyivska
3223784001,UA32020130140018625,village,Kyivska
6822180401,UA68060090020026822,village,Khmelnytska
6325185009,UA63120290080050947,village,Kharkivska
5121655119,UA51140010230014526,village,Odeska
3222083601,UA32100050470046002,village,Kyivska
2121910101,UA21120130190054950,village,Zakarpatska
6520687101,UA65020210010059236,village,Khersonska
7125182801,UA71040130010023974,village,Cherkaska
4625183301,UA46080050210082780,village,Lvivska
0721482801,UA07040010150091597,village,Volynska
6822186001,UA68060090370094483,village,Khmelnytska
4420955700,UA44100070010029573,urban village,Luhanska
6125287002,UA61040390060012479,village,Ternopilska
0722182401,UA07060130010061860,village,Volynska
0723155115,UA07040030150074323,village,Volynska
4624588503,UA46100210060097388,village,Lvivska
5125483609,UA51020070090076449,village,Odeska
7420610132,UA74040050300014479,village,Chernihivska
6122086601,UA61060370140065384,village,Ternopilska
3220484601,UA32020230140051819,village,Kyivska
7324086501,UA73040170030025542,village,Chernivetska
0520286515,UA05060010510017462,village,Vinnytska
0720581605,UA07020010080029823,village,Volynska
5625482803,UA56080170240077100,village,Rivnenska
5320486503,UA53060170090018998,village,Poltavska
4823980701,UA48080090040072544,village,Mykolaivska
4425186501,UA44140130010025204,village,Luhanska
2122455100,UA21120190010094897,urban village,Zakarpatska
7121884004,UA71080250070049011,village,Cherkaska
5321085802,UA53080050180047082,village,Poltavska
5624683303,UA56060150050099875,village,Rivnenska
7425810152,UA74020050520066313,village,Chernihivska
6520984001,UA65020050240070877,village,Khersonska
7325082601,UA73040110040081975,village,Chernivetska
6125582901,UA61060010050012057,village,Ternopilska
3222981201,UA32120090050098198,village,Kyivska
3222988401,UA32120090380073658,village,Kyivska
5320483401,UA53060310010071486,village,Poltavska
1220755114,UA12140030080018659,village,Dnipropetrovska
1223283502,UA12100090080078604,village,Dnipropetrovska
7124388901,UA71060190150054618,village,Cherkaska
5124586801,UA51040290010096997,village,Odeska
4420655109,UA44140010100062741,village,Luhanska
7323010108,UA73060410050057030,village,Chernivetska
0521481603,UA05120130060028981,village,Vinnytska
3522587001,UA35040050100019620,village,Kirovohradska
7123182501,UA71060110010062999,village,Cherkaska
6125885401,UA61020030070023513,village,Ternopilska
3522285401,UA35040130050027249,village,Kirovohradska
7425385501,UA74080190430018640,village,Chernihivska
0523785001,UA05040210090095242,village,Vinnytska
5121482001,UA51060030030046755,village,Odeska
4620981801,UA46060070090052601,village,Lvivska
7122883001,UA71020190070049549,village,Cherkaska
0723384901,UA07060330010079204,village,Volynska
7421410132,UA74100050470090644,village,Chernihivska
3510345300,UA35080050020018923,urban village,Kirovohradska
2122755500,UA21040250010091008,urban village,Zakarpatska
1824755105,UA18040390070046699,village,Zhytomyrska
5621885001,UA56080110010064146,village,Rivnenska
1822087205,UA18040530060069696,village,Zhytomyrska
6520387301,UA65100070130034319,village,Khersonska
5121480401,UA51060090040099377,village,Odeska
2623685601,UA26100050040068659,village,Ivano-Frankivska
1822855123,UA18060110390091770,village,Zhytomyrska
4825781404,UA48020090090075050,village,Mykolaivska
7425585504,UA74100270050074309,village,Chernihivska
1822510116,UA18040250160075099,village,Zhytomyrska
7421781201,UA74080110030048294,village,Chernihivska
2322482406,UA23040070050097506,village,Zaporizka
5124582601,UA51040190070027180,village,Odeska
5625455701,UA56080210030066067,village,Rivnenska
6520684401,UA65020010030010641,village,Khersonska
4425184002,UA44140110040029509,village,Luhanska
5623855106,UA56040190070081433,village,Rivnenska
6320683505,UA63100030450027975,village,Kharkivska
0523787601,UA05040230250040285,village,Vinnytska
0522884401,UA05080070300059170,village,Vinnytska
2121286801,UA21020090110090200,village,Zakarpatska
2623689101,UA26100010150096657,village,Ivano-Frankivska
4822383801,UA48080050290011544,village,Mykolaivska
1220310113,UA12060010120077610,village,Dnipropetrovska
5124587202,UA51040150040062792,village,Odeska
5124582201,UA51040290040087341,village,Odeska
4424886001,UA44160010110055557,village,Luhanska
4622486902,UA46140030070067629,village,Lvivska
7125185201,UA71040190100091000,village,Cherkaska
5622682001,UA56060230010092383,village,Rivnenska
5323484201,UA53080290010010778,village,Poltavska
7420881211,UA74040110100015240,village,Chernihivska
2622884807,UA26060190100081302,village,Ivano-Frankivska
4424880501,UA44160050030054859,village,Luhanska
5323281001,UA53060070010056575,village,Poltavska
4624883701,UA46120010150026423,village,Lvivska
0724585903,UA07080250290012303,village,Volynska
0722884801,UA07080230010097610,village,Volynska
3222988301,UA32120090370031828,village,Kyivska
3524080602,UA35060030020049186,village,Kirovohradska
5924180601,UA59060010020040055,village,Sumska
1820855310,UA18020070110095927,village,Zhytomyrska
6125010114,UA61040470170096468,village,Ternopilska
4620388401,UA46040010500081760,village,Lvivska
6325487001,UA63140070080088148,village,Kharkivska
7423687801,UA74060030550059699,village,Chernihivska
0721487401,UA07040070110033048,village,Volynska
3522287404,UA35040310100051098,village,Kirovohradska
6120487901,UA61040410010025068,village,Ternopilska
5125481001,UA51020190010034904,village,Odeska
4624281901,UA46080110050096505,village,Lvivska
7422287001,UA74060050130074945,village,Chernihivska
6125584506,UA61060230080016468,village,Ternopilska
5911090003,UA59100170290073346,village,Sumska
6520981502,UA65020050040025071,village,Khersonska
5923281901,UA59060130110048724,village,Sumska
6521883502,UA65020070180010797,village,Khersonska
0524586801,UA05020050180059043,village,Vinnytska
1820610123,UA18080010250075368,village,Zhytomyrska
4622182001,UA46060150030015758,village,Lvivska
4623387204,UA46060010240071145,village,Lvivska
7423086303,UA74100010050097396,village,Chernihivska
5321382701,UA53080090290055055,village,Poltavska
1421582401,UA14040150090010381,village,Donetska
7124010102,UA71020290370044735,settlement,Cherkaska
5623885808,UA56040210080023820,village,Rivnenska
7420382501,UA74040130040093026,village,Chernihivska
7420687406,UA74040270100051709,village,Chernihivska
5922086601,UA59020130010094850,village,Sumska
6522383801,UA65080030100068268,village,Khersonska
6825283802,UA68020290140094504,village,Khmelnytska
5321885801,UA53080130440097138,village,Poltavska
5121655106,UA51140010060053583,village,Odeska
0720886902,UA07080070240097807,village,Volynska
1823155115,UA18040290170067023,village,Zhytomyrska
0721882001,UA07080210030062388,village,Volynska
0722482415,UA07020030200081068,village,Volynska
5920382801,UA59040170070039936,village,Sumska
1221486201,UA12020130010023313,village,Dnipropetrovska
0520882603,UA05040030180099834,village,Vinnytska
5924187901,UA59060110610075157,village,Sumska
0525087501,UA05040270140070892,village,Vinnytska
4625586701,UA46080190170072178,village,Lvivska
2122486001,UA21120190160096892,village,Zakarpatska
6524784301,UA65080150280034523,settlement,Khersonska
6322082503,UA63120070120011322,village,Kharkivska
4624584501,UA46100190100033718,village,Lvivska
5321882204,UA53080130130078609,village,Poltavska
5922088101,UA59020050270096017,village,Sumska
1823155124,UA18040290270054702,village,Zhytomyrska
0720855404,UA07080190050071396,village,Volynska
3222983301,UA32120090130030165,village,Kyivska
2323355107,UA23040170120046462,village,Zaporizka
0721487901,UA07040010520024725,village,Volynska
6121655401,UA61060110030060830,village,Ternopilska
6823980601,UA68060010010034051,village,Khmelnytska
4425185502,UA44140110180035489,village,Luhanska
1822086813,UA18040490130096047,village,Zhytomyrska
3221288401,UA32060070210023757,village,Kyivska
4424885503,UA44160010060020728,village,Luhanska
1821181303,UA18040570400099082,village,Zhytomyrska
2622880801,UA26060050010082967,village,Ivano-Frankivska
3524686201,UA35080070220058508,village,Kirovohradska
5121081701,UA51100090010019613,village,Odeska
3220287302,UA32040150040070477,village,Kyivska
0721810110,UA07080110200051633,village,Volynska
1225855115,UA12060290160077792,village,Dnipropetrovska
1821784801,UA18080130550059515,village,Zhytomyrska
0520885803,UA05040030350018477,village,Vinnytska
7124087001,UA71020290230090928,village,Cherkaska
5321884601,UA53080010150048049,village,Poltavska
5623483005,UA56060130090088098,village,Rivnenska
7320581503,UA73020030090089698,village,Chernivetska
0521610103,UA05120070460044585,settlement,Vinnytska
5321880701,UA53080010050053550,village,Poltavska
4623680802,UA46060350060071211,village,Lvivska
1822386401,UA18060090410038970,village,Zhytomyrska
1424284604,UA14120190120054033,village,Donetska
2122786601,UA21040130110060698,village,Zakarpatska
7122284501,UA71020150040033389,village,Cherkaska
5623889806,UA56040370100023868,village,Rivnenska
4625380801,UA46100230050030771,village,Lvivska
4621287501,UA46020070210078842,village,Lvivska
7423010127,UA74020030300023318,village,Chernihivska
3522585003,UA35040290180085279,village,Kirovohradska
3221986901,UA32060110380017955,village,Kyivska
2625610109,UA26040350280080424,village,Ivano-Frankivska
4422885501,UA44140070190023462,village,Luhanska
7323581503,UA73020130100027799,village,Chernivetska
4620686204,UA46040030230074009,village,Lvivska
4623088411,UA46100250170013638,settlement,Lvivska
2122755303,UA21040130080024465,village,Zakarpatska
4425187503,UA44140150020021817,village,Luhanska
4424885003,UA44160090100031455,village,Luhanska
3520587503,UA35040250320039301,village,Kirovohradska
1221482002,UA12020090030072739,village,Dnipropetrovska
7124386401,UA71060210020086407,village,Cherkaska
3522882301,UA35040190290039597,village,Kirovohradska
2321583004,UA23060170200046758,village,Zaporizka
3521785301,UA35060170010049604,village,Kirovohradska
2122782805,UA21040010150032362,village,Zakarpatska
0721184408,UA07020190040023386,village,Volynska
1824210157,UA18060170660099017,village,Zhytomyrska
4820986001,UA48060010310012981,village,Mykolaivska
6321256000,UA63020030030032613,urban village,Kharkivska
7125784005,UA71020170110092819,village,Cherkaska
6321081002,UA63040050230074030,village,Kharkivska
1423955502,UA14140030170032293,village,Donetska
2323386602,UA23040190020069572,village,Zaporizka
7125188801,UA71040130190020695,village,Cherkaska
2320982201,UA23040030070077377,village,Zaporizka
6820910122,UA68040090280030258,village,Khmelnytska
6324882002,UA63060090110014239,village,Kharkivska
5924183801,UA59060010080033989,village,Sumska
7124384801,UA71060190090025487,village,Cherkaska
4625384001,UA46100130090085526,village,Lvivska
2123682503,UA21060050070039225,village,Zakarpatska
7424480802,UA74100230050060674,village,Chernihivska
4820955100,UA48060010010062952,urban village,Mykolaivska
5925655700,UA59100110010010275,urban village,Sumska
7425582810,UA74100110110074938,village,Chernihivska
3522284201,UA35040310150099475,village,Kirovohradska
5322686601,UA53060290010082589,village,Poltavska
7120685501,UA71040210100077852,village,Cherkaska
6125810118,UA61020150230035726,village,Ternopilska
7123783002,UA71080010020033568,village,Cherkaska
2125382804,UA21120090070023810,village,Zakarpatska
7123787209,UA71080330080080199,village,Cherkaska
6321785001,UA63140030500024398,village,Kharkivska
6822483701,UA68020230080085264,village,Khmelnytska
4623686401,UA46060410010099446,village,Lvivska
2120881801,UA21100030030026140,village,Zakarpatska
6521282201,UA65060030040053689,village,Khersonska
5322681901,UA53060290030099345,village,Poltavska
6122483140,UA61040150150045042,village,Ternopilska
5621885008,UA56080110080037086,village,Rivnenska
3525280507,UA35080010190038591,village,Kirovohradska
1221885904,UA12060050090042935,village,Dnipropetrovska
2323386601,UA23040190010034457,village,Zaporizka
7124389501,UA71060190170056642,village,Cherkaska
4425186502,UA44140130080035547,village,Luhanska
4621284001,UA46020030130093228,village,Lvivska
3521986905,UA35040110310023685,village,Kirovohradska
2621282001,UA26040070040095661,village,Ivano-Frankivska
5321384401,UA53080090550056806,village,Poltavska
4820680803,UA48020170130077038,village,Mykolaivska
5321387801,UA53080090820030327,village,Poltavska
7124985202,UA71080350020056781,village,Cherkaska
3222082002,UA32100050700081670,village,Kyivska
6120855408,UA61060290080065437,village,Ternopilska
3220487401,UA32020250090034387,village,Kyivska
0523784801,UA05040210070059241,village,Vinnytska
5122983855,UA51120110510016906,village,Odeska
2124488001,UA21080030090086221,village,Zakarpatska
5122582201,UA51120090050045166,village,Odeska
2123683501,UA21060030050047582,village,Zakarpatska
5124583901,UA51040190100078800,village,Odeska
0522486003,UA05020230090017262,village,Vinnytska
5122086901,UA51080090190011844,village,Odeska
3223588001,UA32100110230042022,village,Kyivska
7422284501,UA74060050100020513,village,Chernihivska
1824086808,UA18080210110097685,village,Zhytomyrska
3220485301,UA32020090110074529,village,Kyivska
2321285704,UA23080170030033732,village,Zaporizka
4622181202,UA46060150090096339,village,Lvivska
7124383901,UA71060010060044806,village,Cherkaska
4620910400,UA46060210010034733,town,Lvivska
4825486301,UA48080150010074493,village,Mykolaivska
7124385501,UA71060010090090232,village,Cherkaska
1222387401,UA12100050360029883,village,Dnipropetrovska
1821484003,UA18040470150058424,village,Zhytomyrska
1422482708,UA14120050230096532,settlement,Donetska
6825589001,UA68060290210049912,village,Khmelnytska
5321683401,UA53080110070043634,village,Poltavska
6823055111,UA68040230120061733,village,Khmelnytska
4624282201,UA46080010120085336,village,Lvivska
2323084001,UA23080250010033665,village,Zaporizka
6123082001,UA61040230110073323,village,Ternopilska
0521682203,UA05120070400044228,village,Vinnytska
1824287301,UA18060210010039854,village,Zhytomyrska
1225685005,UA12020110120091611,settlement,Dnipropetrovska
5120884206,UA51040110090034171,village,Odeska
3221486201,UA32140090110095630,village,Kyivska
0521255404,UA05040050060061572,village,Vinnytska
2622880806,UA26060050050024286,village,Ivano-Frankivska
7322589501,UA73060470040052097,village,Chernivetska
5120887709,UA51040310110039774,village,Odeska
4621280301,UA46020030060025651,village,Lvivska
0724585603,UA07080250140041525,village,Volynska
6125888101,UA61020030110087286,village,Ternopilska
0524310106,UA05100150260029740,village,Vinnytska
7322085201,UA73040030130086466,village,Chernivetska
7122081109,UA71080070160086819,village,Cherkaska
2620489201,UA26040290130031929,village,Ivano-Frankivska
2324583501,UA23080230090087416,village,Zaporizka
5621688201,UA56040310150039517,village,Rivnenska
6520384501,UA65100070080040920,village,Khersonska
7125180801,UA71040130030022802,village,Cherkaska
4622755902,UA46060110130038101,village,Lvivska
4620380701,UA46040110030083781,village,Lvivska
4822055207,UA48040190070053578,village,Mykolaivska
0724285503,UA07060310090065185,village,Volynska
0725555409,UA07060230100030268,village,Volynska
0721183806,UA07020170050087384,village,Volynska
5325785202,UA53060330040053137,village,Poltavska
1820886301,UA18020190070014273,village,Zhytomyrska
3220285301,UA32060010080087220,village,Kyivska
1820855311,UA18020070120028944,village,Zhytomyrska
5324884403,UA53040110420046225,village,Poltavska
5924187301,UA59060110540017647,village,Sumska
5322084601,UA53020090470048110,village,Poltavska
4625886001,UA46140110450078174,village,Lvivska
4822784604,UA48040090180057600,village,Mykolaivska
5622282703,UA56020110030043132,village,Rivnenska
1413390023,UA14120110270030827,village,Donetska
3521482801,UA35020070070053744,village,Kirovohradska
5124786903,UA51060050230039207,village,Odeska
6824286704,UA68040390200058016,village,Khmelnytska
4623086403,UA46100170060067089,village,Lvivska
7122282501,UA71020150080085025,village,Cherkaska
3222984301,UA32120090190064946,village,Kyivska
7121282001,UA71020130050046230,village,Cherkaska
0522487001,UA05120050120080341,village,Vinnytska
5324884207,UA53040110340011824,village,Poltavska
7123455500,UA71060170020036388,urban village,Cherkaska
2325282001,UA23040190140043586,village,Zaporizka
6523585006,UA65060230030057953,village,Khersonska
5121855100,UA51020090010055034,urban village,Odeska
7124381501,UA71060190040032005,village,Cherkaska
0721183813,UA07020170140056505,village,Volynska
2322182402,UA23060210020065475,village,Zaporizka
5623084201,UA56060310190079351,village,Rivnenska
7423055300,UA74100010010030388,urban village,Chernihivska
0522484604,UA05020130290069025,village,Vinnytska
0520681203,UA05020030050012422,village,Vinnytska
1820681801,UA18080110010075419,village,Zhytomyrska
3221889001,UA32100030340025883,village,Kyivska
5123180401,UA51120150020089197,village,Odeska
5121883203,UA51100190020045740,village,Odeska
0521684003,UA05120070190036031,village,Vinnytska
3521487301,UA35020150070068960,village,Kirovohradska
5621455301,UA56040090020088413,village,Rivnenska
6120882401,UA61060050060083641,village,Ternopilska
5625086201,UA56080150230061825,village,Rivnenska
6822482701,UA68020070010046973,village,Khmelnytska
5121882002,UA51020110020010768,village,Odeska
1225283304,UA12060030060039036,village,Dnipropetrovska
2123682501,UA21060050040037368,village,Zakarpatska
7321080902,UA73060110030067511,village,Chernivetska
2121285903,UA21020190060044916,village,Zakarpatska
2125384801,UA21120070040023626,village,Zakarpatska
7325085201,UA73040050060043500,village,Chernivetska
7320585301,UA73020070070019085,village,Chernivetska
0722182403,UA07060130040077096,village,Volynska
6825085103,UA68040470090046964,village,Khmelnytska
6822710106,UA68040210150045162,village,Khmelnytska
7122555511,UA71020270150094816,village,Cherkaska
4621510521,UA46100270230045728,village,Lvivska
2621284501,UA26040070080024849,village,Ivano-Frankivska
7422010408,UA74100310100045744,village,Chernihivska
2123285001,UA21100210170029894,village,Zakarpatska
3220485102,UA32020010060035465,village,Kyivska
5320284301,UA53060030200066422,village,Poltavska
4623086407,UA46100170090057574,village,Lvivska
4625183504,UA46080210250020722,village,Lvivska
5624685901,UA56060330010076968,village,Rivnenska
5323486803,UA53080310320025465,village,Poltavska
2621681701,UA26080250080033655,village,Ivano-Frankivska
0722155306,UA07060070020042880,village,Volynska
4621587801,UA46100070040022903,village,Lvivska
6822755215,UA68040010240022208,village,Khmelnytska
1223255800,UA12100110020073056,urban village,Dnipropetrovska
5923283207,UA59060070080072089,village,Sumska
0725783902,UA07060450090095977,village,Volynska
3224282401,UA32020170100041270,village,Kyivska
6820910116,UA68040090200051306,village,Khmelnytska
5321884204,UA53080130550048089,village,Poltavska
1223584507,UA12120050020016905,village,Dnipropetrovska
6520685206,UA65020190080090351,settlement,Khersonska
2623687601,UA26080110140053466,village,Ivano-Frankivska
1825080901,UA18040450070047996,village,Zhytomyrska
2320655200,UA23020030010042079,urban village,Zaporizka
2624885504,UA26060250030052490,village,Ivano-Frankivska
4623086005,UA46100110140084631,village,Lvivska
5623087401,UA56060090150094155,village,Rivnenska
6325482501,UA63040010130019033,village,Kharkivska
1423382503,UA14160130170069646,village,Donetska
5125084701,UA51040250100070194,village,Odeska
3523687701,UA35020130200046398,village,Kirovohradska
6822183001,UA68060190110047650,village,Khmelnytska
5122782602,UA51100190050067704,village,Odeska
4620981401,UA46080110030016158,village,Lvivska
