eoname,eotypename,eoedrpou,KATOTTG,KOATUU,category,id,years
Ковалівська загальноосвітня школа І-ІІІ ступенів,середня загальноосвітня школа,23588837,UA26080130040016713,2623282601,village,ковалвськазагальноосвтняшкола3ступен,"2016, 2017, 2018"
Ковалівська загальноосвітня школа І-ІІІ ступенів  Монастириського району  Тернопільської області,середня загальноосвітня школа,23588837,UA61060310180038840,6124285601,village,ковалвськазагальноосвтняшкола3ступен,2017
Ковалівська загальноосвітня школа І-ІІІ ступенів Монастириського району Тернопільської області,середня загальноосвітня школа,23588837,UA61060310180038840,6124285601,village,ковалвськазагальноосвтняшкола3ступен,"2018, 2019"
Ковалівський заклад загальної середньої освіти І-ІІІ ступенів Монастириської міської ради,середня загальноосвітня школа,23588837,UA61060310180038840,6124285601,village,ковалвський3ступмонастириська,"2023, 2024, 2025"
Ковалівська загальноосвітня школа І-ІІІ ступенів,середня загальноосвітня школа,23588837,UA61060310180038840,6124285601,village,ковалвськазагальноосвтняшкола3ступен,2016
Ковалівський заклад загальної середньої освіти І-ІІІ ступенів Монастириської міської ради Тернопільської області,середня загальноосвітня школа,23588837,UA61060310180038840,6124285601,village,ковалвський3ступмонастириська,"2020, 2021, 2022"
Яблунівська загальноосвітня санаторна школа І-ІІІ ступенів при Яблунівському обласному комунальному дитячому протитуберкульозному санаторію с.Яблунів Гусятинського району Тернопільської області,загальноосвітня санаторна школа,23594835,UA61060250120091321,6121689601,village,яблунвськазагальноосвтнясанаторнашкола3ступприяблунвськомуобласномукомунальномудитячомупротитуберкульозномусанаторюсяблун,2016
Ліцей с. Яблунів Копичинецької міської ради Чортківського району Тернопільської області,ліцей,23594835,UA61060250120091321,6121689601,village,лцейсяблунвкопичинецька,"2023, 2024, 2025"
Загальноосвітня школа І-ІІІ ступенів с. Яблунів Гусятинського району Тернопільської області,середня загальноосвітня школа,23594835,UA61060250120091321,6121689601,village,загальноосвтняшкола3ступсяблун,"2016, 2017, 2018, 2019, 2020, 2021, 2022"
Комишуватський ліцей Рівнянської сільської ради Новоукраїнського району Кіровоградської області,середня загальноосвітня школа,23681310,UA35060210120058700,3524082401,village,комишуватськийлцейрвнянська,2022
Комишуватська загальноосвітня школа І-ІІІ ступенів Рівнянської сільської ради Новоукраїнського району Кіровоградської області,середня загальноосвітня школа,23681310,UA35060210120058700,3524082401,village,комишуватськазагальноосвтняшкола3ступрвнянська,2021
"Малопомічнянська філія Комишуватського ліцею Рівнянської сільської ради Новоукраїнського району Кіровоградської області ""Новоєгорівська загальноосвітня школа""",середня загальноосвітня школа,23681310,UA35060210190055353,3524084001,village,малопомчнянськафлякомишуватськоголцеюрвнянськановогорвськазагальноосвтняшкол,"2023, 2024"
Комишуватська загальноосвітня школа І-ІІІ ступенів Новоукраїнської районної ради Кіровоградської області,середня загальноосвітня школа,23681310,UA35060210120058700,3524082401,village,комишуватськазагальноосвтняшкола3ступновоукранська,"2016, 2017, 2018, 2019, 2020"
КОМИШУВАТСЬКИЙ ЛІЦЕЙ РІВНЯНСЬКОЇ СІЛЬСЬКОЇ РАДИ НОВОУКРАЇНСЬКОГО РАЙОНУ КІРОВОГРАДСЬКОЇ ОБЛАСТІ,ліцей,23681310,UA35060210120058700,3524082401,village,комишуватськийлцейрвнянська,"2023, 2024, 2025"
Філія № 1 Галицького ліцею імені Ярослава Осмомисла Галицької міської ради Івано-Франківської області,гімназія,23804735,UA26040090010078723,2621210100,town,фля1галицькоголцеюменярославаосмомислагалицька,2025
Галицький ліцей імені Ярослава Осмомисла Галицької районної ради Івано-Франківської області,ліцей,23804735,UA26040090010078723,2621210100,town,галицькийлцейменярославаосмомислагалицька,"2019, 2020, 2021"
Галицька загальноосвітня школа І-ІІІ ступенів №1 Галицької районної ради Івано-Франківської області,середня загальноосвітня школа,23804735,UA26040090010078723,2621210100,town,галицьказагальноосвтняшкола3ступ1галицька,2017
Галицький ліцей імені Ярослава Осмомисла Галицької міської ради Івано-Франківської області,ліцей,23804735,UA26040090010078723,2621210100,town,галицькийлцейменярославаосмомислагалицька,"2022, 2023, 2024, 2025"
Галицька загальноосвітня школа І-ІІІступенів №1 Галицької районної ради Івано-Франківської області,середня загальноосвітня школа,23804735,UA26040090010078723,2621210100,town,галицьказагальноосвтняшкола3ступ1галицька,2016
Галицька загальноосвітня школа І-ІІІ ступенів №1 імені Ярослава Осмомисла Галицької районної ради Івано-Франківської області,середня загальноосвітня школа,23804735,UA26040090010078723,2621210100,town,галицьказагальноосвтняшкола3ступ1менярославаосмомислагалицька,2018
Делівська загальноосвітня школа І-ІІІ ступенів,середня загальноосвітня школа,23804818,UA26040250030026718,2625686204,village,делвськазагальноосвтняшкола3ступен,2017
Делівська загальноосвітня школа 1-3 ступенів,середня загальноосвітня школа,23804818,UA26040250030026718,2625686204,village,делвськазагальноосвтняшкола13ступен,2016
Деліївська загальноосвітня школа І-ІІІ ступенів Галицької районної ради Івано-Франківської області,середня загальноосвітня школа,23804818,UA26040130050038958,2621281501,village,делвськазагальноосвтняшкола3ступгалицька,"2016, 2017, 2018, 2019, 2020, 2021"
"Комунальний заклад ""Олександрівський освітній комплекс"" Ширяївської селищної ради Одеської області",навчально-виховний комплекс,23863502,UA51120050060081842,5125480301,village,олександрвськийосвтнйкомплексширявська,"2018, 2019, 2020, 2021"
"Олександрівський навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів - ДНЗ"" Любашівського району",навчально-виховний комплекс,23863502,UA51120130290014877,5123383707,village,олександрвськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдн,2017
"Олександрівський навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів - ДНЗ"" Любашівського району
",навчально-виховний комплекс,23863502,UA51120130290014877,5123383707,village,олександрвськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдн,2016
"Олександрівський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - ДНЗ"" Любашівського району",навчально-виховний комплекс,23863502,UA51120130290014877,5123383707,village,олександрвськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдн,2018
"Олександрівський навчально-виховний комплекс ""загальноосвітня школа I-III ступенів - дошкільний навчальний заклад"" Ширяївської районної ради Одеської області",навчально-виховний комплекс,23863502,UA51120050060081842,5125480301,village,олександрвськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладширявська,"2016, 2017"
Школа І-ІІІ ступенів №29,середня загальноосвітня школа,23887299,UA80000000000551439,8038000000,city,школа3ступ29,"2017, 2018, 2019, 2020, 2021, 2022, 2023"
Середня загальноосвітня школа №29 загальноосвітній навчальний заклад І-ІІІ ступенів,середня загальноосвітня школа,23887299,UA80000000000551439,8038000000,city,середнязагальноосвтняшкола29загальноосвтнйнавчальнийзаклад3ступен,2016
Середня загальноосвітня школа І-ІІІ ступенів №29 м. Львова,середня загальноосвітня школа,23887299,UA46060250020038547,4610160300,town,середнязагальноосвтняшкола3ступ29мльвов,"2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
Сокальська спеціалізована школа І-ІІІ ступенів №3 Сокальської районної ради Львівської області,спеціалізована школа,23972384,UA46120110010087965,4624810100,town,сокальськаспецалзованашкола3ступ3сокальська,"2016, 2017, 2018"
Заклад загальної середньої освіти І-ІІІ ступенів Сокальський ліцей №3 Сокальської міської ради Львівської області,середня загальноосвітня школа,23972384,UA46120110010087965,4624810100,town,3ступсокальськийлцей3сокальська,"2023, 2024, 2025"
Заклад загальної середньої освіти І-ІІІ ступенів Сокальський ліцей №3 Сокальської районної ради Львівської області,ліцей,23972384,UA46120110010087965,4624810100,town,3ступсокальськийлцей3сокальська,"2019, 2020"
Заклад загальної середньої освіти І-ІІІ ступенів Сокальський ліцей №3 Сокальської міської ради Львівської області,ліцей,23972384,UA46120110010087965,4624810100,town,3ступсокальськийлцей3сокальська,"2021, 2022"
Заклад загальної середньої освіти І-ІІІ стпенів Соснівський ліцей №3 Сокальської районної ради Львівської області,навчально-виховний комплекс,23972384,UA46120130020045105,4624810200,town,3стпенвсоснвськийлцей3сокальська,2020
Глинський ліцей-заклад загальної середньої освіти І-ІІІ ступенів Андріяшівської сільської ради Роменського району Сумської області,ліцей,23999673,UA59060010090046430,5924184401,village,глинськийлцей3ступандряшвська,"2021, 2022"
Глинська загальноосвітня школа І-ІІІ ступенів,середня загальноосвітня школа,23999673,UA61040230110073323,6123082001,village,глинськазагальноосвтняшкола3ступен,"2016, 2017, 2018, 2019, 2020, 2021"
Глинський ліцей - заклад загальної середньої освіти І-ІІІ ступенів Андріяшівської сільської ради Роменського району Сумської області,ліцей,23999673,UA59060010090046430,5924184401,village,глинськийлцей3ступандряшвська,"2023, 2024, 2025"
Глинська загальноосвітня школа I-III ступенів Роменської районної ради Сумської області,середня загальноосвітня школа,23999673,UA59060010090046430,5924184401,village,глинськазагальноосвтняшкола3ступроменська,"2016, 2017, 2018, 2019, 2020"
Вечірнє відділення при Конотопській загальноосвітній школі І-ІІІ ступенів №10 Конотопської міської ради Сумської області,вечірня (змінна) школа,24011586,UA59020070010054283,5910400000,town,вечрнвддленяприконотопськйзагальноосвтнйшкол3ступ10конотопська,2016
Конотопська загальноосвітня школа I-III ступенів №10 Конотопської міської ради Сумської області,середня загальноосвітня школа,24011586,UA59020070010054283,5910400000,town,конотопськазагальноосвтняшкола3ступ10конотопська,"2016, 2017, 2018, 2019, 2020, 2021, 2022"
Конотопський ліцей №10 Конотопської міської ради Сумської області,ліцей,24011586,UA59020070010054283,5910400000,town,конотопськийлцей10конотопська,"2023, 2024, 2025"
Поліська загальноосвітня школа І-ІІІ ступенів Березнівської районної ради Рівненської області,середня загальноосвітня школа,24171373,UA56060030300088827,5620487601,village,полськазагальноосвтняшкола3ступберезнвська,"2016, 2017, 2018, 2019, 2020"
Поліська загальноосвітня школа I-III ступенів,середня загальноосвітня школа,24171373,UA68060090330053896,6822185401,village,полськазагальноосвтняшкола3ступен,2016
ПОЛІСЬКИЙ ЛІЦЕЙ БЕРЕЗНІВСЬКОЇ МІСЬКОЇ РАДИ РІВНЕНСЬКОГО РАЙОНУ РІВНЕНСЬКОЇ ОБЛАСТІ,ліцей,24171373,UA56060030300088827,5620487601,village,полськийлцейберезнвська,2022
Поліський ліцей Березнівської міської ради Рівненського району Рівненської області,ліцей,24171373,UA56060030300088827,5620487601,village,полськийлцейберезнвська,"2021, 2023, 2024, 2025"
Квітневська загальноосвітня школа I-III ступенів,середня загальноосвітня школа,24172094,UA68060030310073984,6820384501,village,квтневськазагальноосвтняшкола3ступен,"2016, 2017, 2018"
Квітневська загальноосвітня школа І-ІІІ ступенів Дубенської районної ради Рівненської області,середня загальноосвітня школа,24172094,UA56040050050024758,5621684703,village,квтневськазагальноосвтняшкола3ступдубенська,"2016, 2017, 2018, 2019, 2020"
Квітневський ліцей Варковицької сільської ради Дубенського району Рівненської області,ліцей,24172094,UA56040050050024758,5621684703,village,квтневськийлцейварковицька,"2021, 2023, 2024, 2025"
Орлівська загальноосвітня школа І-ІІІ ступенів Березнівської районної ради Рівненської області,середня загальноосвітня школа,24175552,UA56060030280053394,5620483602,village,орлвськазагальноосвтняшкола3ступберезнвська,"2016, 2017, 2018, 2019, 2020"
Орлівський ліцей Березнівської міської ради Рівненського району Рівненської області,ліцей,24175552,UA56060030280053394,5620483602,village,орлвськийлцейберезнвська,"2021, 2022, 2023, 2024, 2025"
Орлівська загальноосвітня школа I-III ступенів,середня загальноосвітня школа,24175552,UA14160190210082037,1425584301,village,орлвськазагальноосвтняшкола3ступен,2016
"Опорний заклад ""Шпанівський навчально-виховний комплекс ""загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"" Рівненської районної ради Рівненської області",навчально-виховний комплекс,24178300,UA56060510010079884,5624689501,village,опорнийзакладшпанвськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладрвненська,2018
"Шпанівський навчально-виховний комплекс ""загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"" Рівненської районної ради Рівненської області",навчально-виховний комплекс,24178300,UA56060510010079884,5624689501,village,шпанвськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладрвненська,"2016, 2017"
"Філія ""Маложитинська початкова школа"" ОЗ ""Шпанівський ліцей Шпанівської сільської ради Рівненської області Рівненського району""",початкова школа,24178300,UA56060510060020594,5624689509,village,флямаложитинськапочатковашколаопорнийзакладшпанвськийлцейшпанвська,2025
"Опорний заклад ""Шпанівський ліцей Шпанівської сільської ради Рівненського району Рівненської області""",ліцей,24178300,UA56060510010079884,5624689501,village,опорнийзакладшпанвськийлцейшпанвська,"2019, 2020, 2021, 2022, 2023, 2024, 2025"
"Комунальний заклад ""Тетіївський загальноосвітній заклад середньої освіти І-ІІІ ступенів №3"" Тетіївської міської ради Київської області",середня загальноосвітня школа,24214875,UA32020210010016577,3224610100,town,тетвськийзагальноосвтнйзакладсередньаосвти3ступ3тетвська,2019
Тетіївська загальноосвітня школа І-ІІІ ступенів №1 Тетіївської районної ради Київської області,середня загальноосвітня школа,24214875,UA32020210010016577,3224610100,town,тетвськазагальноосвтняшкола3ступ1тетвська,"2016, 2017, 2018"
"Комунальний заклад ""Тетіївський заклад загальної середньої освіти І-ІІІ ступенів №1"" Тетіївської міської ради Київської області",середня загальноосвітня школа,24214875,UA32020210010016577,3224610100,town,тетвський3ступ1тетвська,"2019, 2020, 2021, 2022"
Тетіївський ліцей №1 Тетіївської міської ради Київської області,ліцей,24214875,UA32020210010016577,3224610100,town,тетвськийлцей1тетвська,"2023, 2024, 2025"
"Сугарівська філія комунального закладу ""Сахновщинський ліцей №1"" Сахновщинської селищної ради Красноградського району Харківської області",гімназія,24270046,UA63060090530038988,6324855102,village,сугарвськафлясахновщинськийлцей1сахновщинська,2023
"Комунальний заклад ""Сахновщинський ліцей №1 Сахновщинської районної ради Харківської області""",ліцей,24270046,UA63060090010068296,6324855100,urban village,сахновщинськийлцей1сахновщинська,"2020, 2021"
Сахновщинська загальноосвітня школа І-ІІІ ступенів №1 Сахновщинської районної ради Харківської області,середня загальноосвітня школа,24270046,UA63060090010068296,6324855100,urban village,сахновщинськазагальноосвтняшкола3ступ1сахновщинська,"2018, 2019"
Сахновщинська гімназія Сахновщинської районної ради Харківської області,гімназія,24270046,UA63060090010068296,6324855100,urban village,сахновщинськагмназясахновщинська,"2016, 2017"
"Комунальний заклад ""Сахновщинський ліцей №1"" Сахновщинської селищної ради Красноградського району Харківської області",ліцей,24270046,UA63060090010068296,6324855100,urban village,сахновщинськийлцей1сахновщинська,"2022, 2023, 2024"
"Комунальний заклад ""Сахновщинський ліцей №1"" Сахновщинської селищної ради Берестинського району Харківської області",ліцей,24270046,UA63060090010068296,6324855100,urban village,сахновщинськийлцей1сахновщинська,2025
"МИРОНІВСЬКА ФІЛІЯ КОМУНАЛЬНОГО ЗАКЛАДУ ""БІЛЯЇВСЬКИЙ ЛІЦЕЙ"" БІЛЯЇВСЬКОЇ СІЛЬСЬКОЇ РАДИ ЛОЗІВСЬКОГО РАЙОНУ ХАРКІВСЬКОЇ ОБЛАСТІ",гімназія,24271005,UA63100010130094582,6324585001,village,миронвськафляблявськийлцейблявська,2023
Біляївський навчально-виховний комплекс Первомайської районної державної адміністрації Харківської області,навчально-виховний комплекс,24271005,UA63100010010069243,6324587002,settlement,блявськийнавчальновиховнийкомплекспервомайськадержавнаадмнстрац,"2016, 2017"
"Комунальний заклад освіти ""Біляївський ліцей Первомайської районної державної адміністрації Харківської області""",ліцей,24271005,UA63100010010069243,6324587002,settlement,освтиблявськийлцейпервомайськадержавнаадмнстрац,"2019, 2020, 2021"
"КОМУНАЛЬНИЙ ЗАКЛАД ""БІЛЯЇВСЬКИЙ ЛІЦЕЙ"" БІЛЯЇВСЬКОЇ СІЛЬСЬКОЇ РАДИ ЛОЗІВСЬКОГО РАЙОНУ ХАРКІВСЬКОЇ ОБЛАСТІ",ліцей,24271005,UA63100010010069243,6324587002,settlement,блявськийлцейблявська,"2022, 2023, 2024, 2025"
"Біляївський навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад (ясла-садок)"" Первомайської районної державної адміністрації Харківської області",навчально-виховний комплекс,24271005,UA63100010010069243,6324587002,settlement,блявськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладпервомайськадержавнаадмнстрац,2018
Олексіївська загальноосвітня школа I-III ступенів Білгород-Дністровського району Одеської області,середня загальноосвітня школа,24330854,UA51040110060084140,5120884205,village,олексвськазагальноосвтняшкола3ступен,2016
Олексіївський ліцей Краснокутської селищної ради Богодухівського району Харківської області,ліцей,24330854,UA63020090330017109,6323580301,village,олексвськийлцейкраснокутська,"2022, 2023, 2024"
Олексіївська загальноосвітня школа I-III ступенів Краснокутської районної ради Харківської області,середня загальноосвітня школа,24330854,UA63020090330017109,6323580301,village,олексвськазагальноосвтняшкола3ступкраснокутська,"2016, 2017, 2018, 2019, 2020, 2021"
"Комунальний опорний заклад ""Боярський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів"" Лисянської районної ради Черкаської області""",навчально-виховний комплекс,24359711,UA71020190020043152,7122880801,village,боярськийнавчальновиховнийкомплексдошкльнийнавчальнийзакладзагальноосвтняшкола3ступлисянська,2021
"опорний заклад ""Боярський ліцей"" Лисянської селищної ради Черкаської області""",ліцей,24359711,UA71020190020043152,7122880801,village,опорнийзакладбоярськийлцейлисянська,"2023, 2024, 2025"
"Боярський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів"" Лисянської районної ради Черкаської області",навчально-виховний комплекс,24359711,UA71020190020043152,7122880801,village,боярськийнавчальновиховнийкомплексдошкльнийнавчальнийзакладзагальноосвтняшкола3ступлисянська,"2016, 2017, 2018"
"Комунальний опорний заклад ""Боярський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів"" Лисянської районної ради Черкаської області",навчально-виховний комплекс,24359711,UA71020190020043152,7122880801,village,боярськийнавчальновиховнийкомплексдошкльнийнавчальнийзакладзагальноосвтняшкола3ступлисянська,"2019, 2020"
"Чаплинська гімназія - філія опорного закладу ""Боярський ліцей"" Лисянської селищної ради Черкаської області""",гімназія,24359711,UA71020190170017991,7122888001,village,чаплинськагмназяфляопорногозакладубоярськийлцейлисянська,2024
"Комунальний опорний заклад ""Боярський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Лисянської селищної ради Черкаської області""",навчально-виховний комплекс,24359711,UA71020190020043152,7122880801,village,боярськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладлисянська,2022
"Приватний вищий навчальний заклад ""Європейський університет"" Львівська філія",вищий навчальний заклад I-II рівнів акредитації,24366800,UA46060250010615203,4610137500,city,приватнийвищийнавчальнийзакладвропейськийунверситетльввськафл,2018
"Приватний вищий навчальний заклад ""Європейський університет""",вищий навчальний заклад III-IV рівнів акредитації,24366800,UA80000000000875983,8038600000,city,приватнийвищийнавчальнийзакладвропейськийунверсите,2025
"Ліцей ""Євроленд"" Приватного вищого навчального закладу ""Європейський університет""",ліцей,24366800,UA80000000000875983,8038600000,city,лцейвролендприватноговищогонавчальногозакладувропейськийунверсите,"2020, 2021, 2022"
"Приватний вищий навчальний заклад ""Європейський університет"" Львівська філія",заклад вищої освіти,24366800,UA46060250010615203,4610137500,city,приватнийвищийнавчальнийзакладвропейськийунверситетльввськафл,"2019, 2020, 2021, 2022"
"Приватний вищий навчальний заклад ""Європейський університет""",заклад фахової передвищої освіти,24366800,UA80000000000875983,8038600000,city,приватнийвищийнавчальнийзакладвропейськийунверсите,2024
"Гімназія ""Євроленд"" Приватного вищого навчального закладу ""Європейський університет""",гімназія,24366800,UA80000000000875983,8038600000,city,гмназявролендприватноговищогонавчальногозакладувропейськийунверсите,"2016, 2017, 2019"
РОСОХАЦЬКА ГІМНАЗІЯ ЧОРТКІВСЬКОЇ МІСЬКОЇ РАДИ ТЕРНОПІЛЬСЬКОЇ ОБЛАСТІ,ліцей,24618911,UA61060430070088102,6110390006,village,росохацькагмназячортквська,2024
РОСОХАЦЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ ЧОРТКІВСЬКОЇ МІСЬКОЇ РАДИ ТЕРНОПІЛЬСЬКОЇ ОБЛАСТІ,середня загальноосвітня школа,24618911,UA61060430070088102,6110390006,village,росохацьказагальноосвтняшкола3ступчортквська,2023
Росохацька загальноосвітня школа І-ІІІ ст.,середня загальноосвітня школа,24618911,UA26080030250071227,2621684301,village,росохацьказагальноосвтняшкола3сту,"2016, 2017, 2018"
Росохацька загальноосвітня школа І - ІІІ ступенів,середня загальноосвітня школа,24618911,UA61060430070088102,6110390006,village,росохацьказагальноосвтняшкола3ступен,"2016, 2017, 2018, 2019, 2020, 2021, 2022"
Вигодська загальноосвітня школа І-ІІІ ступенів,середня загальноосвітня школа,24620799,UA61060290040036218,6120855404,village,вигодськазагальноосвтняшкола3ступен,"2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023"
Вигодська загальноосвітня школа I-III ступенів,середня загальноосвітня школа,24620799,UA26060070010096884,2622055300,urban village,вигодськазагальноосвтняшкола3ступен,"2016, 2017"
Вигодський заклад загальної середньої освіти I-III ступенів Мельнице-Подільської селищної ради Тернопільської області,середня загальноосвітня школа,24620799,UA61060290040036218,6120855404,village,вигодський3ступмельницеподльська,"2024, 2025"
Королівська загальноосвітня школа 1-3 ступенів,середня загальноосвітня школа,24620865,UA26040350180070117,2625610107,village,королвськазагальноосвтняшкола13ступен,2016
Королівська загальноосвітня школа І-ІІІ ступенів,середня загальноосвітня школа,24620865,UA61060050110043265,6120883701,village,королвськазагальноосвтняшкола3ступен,"2016, 2017"
Скалатська загальноосвітня школа І-ІІІ ступенів Підволочиської районної ради Тернопільської області,середня загальноосвітня школа,24621675,UA61040430010057663,6124610500,town,скалатськазагальноосвтняшкола3ступпдволочиська,2016
Скалатська загальноосвітня школа I-III ступенів Скалатської міської ради Підволочиського району Тернопільської області,середня загальноосвітня школа,24621675,UA61040430010057663,6124610500,town,скалатськазагальноосвтняшкола3ступскалатська,2023
Скалатський ліцей Скалатської міської ради Тернопільської області,ліцей,24621675,UA61040430010057663,6124610500,town,скалатськийлцейскалатська,"2024, 2025"
Скалатська загальноосвітня школа І-ІІІ ступенів Скалатської міської ради Підволочиського району Тернопільської області,середня загальноосвітня школа,24621675,UA61040430010057663,6124610500,town,скалатськазагальноосвтняшкола3ступскалатська,"2017, 2018, 2019, 2020, 2021, 2022"
Теклівська філія Скалатського ліцею Скалатської міської ради Тернопільської області,початкова школа,24621675,UA61040430150045989,6124610514,village,теклвськафляскалатськоголцеюскалатська,2024
Орільська загальноосвітня школа І-ІІІ ступенів Лозівської районної ради Харківської області,середня загальноосвітня школа,24676096,UA63100050030074292,6323955700,urban village,орльськазагальноосвтняшкола3ступлозвська,2018
Орільський начально-виховний комплекс Лозівської районної ради,навчально-виховний комплекс,24676096,UA63100050030074292,6323955700,urban village,орльськийначальновиховнийкомплекслозвська,"2016, 2017"
Комунальний заклад «Орільський ліцей» Лозівської міської ради Харківської області,ліцей,24676096,UA63100050030074292,6323955700,urban village,орльськийлцейлозвська,"2021, 2022, 2023, 2024, 2025"
Орільський ліцей Лозівської районної ради Харківської області,середня загальноосвітня школа,24676096,UA63100050030074292,6323955700,urban village,орльськийлцейлозвська,2019
Орільська загальноосвітня школа І-ІІІ ступенів Лозівської районної ради,середня загальноосвітня школа,24676096,UA63100050030074292,6323955700,urban village,орльськазагальноосвтняшкола3ступлозвська,2016
Орільський ліцей Лозівської районної ради Харківської області,ліцей,24676096,UA63100050030074292,6323955700,urban village,орльськийлцейлозвська,2020
"Комунальний заклад ""Ліцей ""Муніципальний колегіум"" Кропивницької міської ради""",ліцей,24715293,UA35040210010286392,3510136300,city,лцеймунципальнийколегумкропивницька,"2023, 2024, 2025"
"Навчально-виховний комплекс ""Кіровоградський колегіум - спеціалізований загальносвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад - центр естетичного виховання"" Кіровоградської міської ради Кіровоградської області",навчально-виховний комплекс,24715293,UA35040210010286392,3510136300,city,навчальновиховнийкомплекскровоградськийколегумспецалзованийзагальносвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладцентрестетичноговихованякровоградська,"2016, 2017, 2018, 2019, 2020, 2021, 2022"
"Комунальний заклад ""Навчально-виховне об'єднання ""Загальноосвітній навчальний заклад І-ІІІ ступенів № 16-дитячо-юнацький центр ""Лідер"""" Кіровоградської міської ради Кіровоградської області",навчально-виховне об'єднання,24715293,UA35040210010145346,3510136600,city,навчальновиховнеобднанязагальноосвтнйнавчальнийзаклад3ступ16дитячоюнацькийцентрлдеркровоградська,"2018, 2019, 2020, 2021, 2022"
"Комунальний заклад ""Навчально-виховне об'єднання ""Загальноосвітній навчальний заклад І-ІІІ ступенів № 16-дитячо-юнацький центр ""Лідер"""" Кіровоградської міської ради Кіровоградської області",навчально-виховний комплекс,24715293,UA35040210010145346,3510136600,city,навчальновиховнеобднанязагальноосвтнйнавчальнийзаклад3ступ16дитячоюнацькийцентрлдеркровоградська,"2016, 2017"
Любимівська загальноосвітня школа І-ІІІ ступенів Вишгородського району Київської області,середня загальноосвітня школа,24750556,UA32100030190019385,3221884801,village,любимвськазагальноосвтняшкола3ступен,"2016, 2017"
Любимівська загальноосвітня школа I-III ступенів Іванівської районної ради Херсонської області,середня загальноосвітня школа,24750556,UA65040030110034404,6522982401,village,любимвськазагальноосвтняшкола3ступванвська,2016
Любимівська загальноосвітня школа I-III ступенів,середня загальноосвітня школа,24750556,UA65040030110034404,6522982401,village,любимвськазагальноосвтняшкола3ступен,2018
Садівська загальноосвітня школа I-III ступенів Білозерської районної ради Херсонської області,середня загальноосвітня школа,24758084,UA65100150080051777,6520386001,village,садвськазагальноосвтняшкола3ступблозерська,"2016, 2017, 2019, 2020, 2021"
Садівський заклад повної загальної середньої освіти I-III ступенів Чулаківської сільської ради Голопристанського району Херсонської області,середня загальноосвітня школа,24758084,UA65080170130041539,6522385001,settlement,садвськийзакладповназагальнасередньаосвти3ступчулаквська,2021
Загальноосвітня школа І - ІІІ ступенів с. Романівка Ананьївського району Одеської області,середня загальноосвітня школа,24778036,UA51120010240065846,5120285001,village,загальноосвтняшкола3ступсроманвк,"2016, 2017, 2018, 2019"
